aşk	love	noun	Allah aşkına: for God's sake
aşmak	to cross over	verb
aşmak	to exceed	verb
aşçı	cook	noun
aşçılık	cooking	noun
aşı	vaccine	noun
aşık	lover; admirer	noun
aşılamak	to vaccinate	verb
aşınmak	to be eroded	verb
aşınmak	to erode	verb
aşınmak	to wear out	verb
aşırı	excessive, extremely	adv
aşırı	extreme	adj
aşırı	over the top	adj
b-e yalan söylemek	to lie to sb.	verb
b-e zarar vermek	to hurt sb.	verb
b-i -bilir	sb. might	phrase
b-i incitmek	to hurt sb.	verb
b-i kandırmak	to lie to sb.	verb
b-i uyandırmak	to wake sb.	verb
b-i yaralamak	to hurt sb.	verb
baba	dad [coll.]	noun
baba	father	noun	ana baba: parents
babaanne	grandmother (father’s mother)	noun
babacan	friendly, fatherly	adj
baca	chimney	noun
bacak	leg	noun
bacaklar	legs	noun
bacı	sister	noun
badem	almond	noun
bagaj	baggage	noun
bagaj	luggage	noun
bahane	excuse	noun	hep bir bahane buluyorsun! you always find an excuse!
bahar	spring	noun
baharat	spice	noun
baharat	spices	noun
bahis	bet	noun	bahse tutuşmak: to make a bet	bahsi açılmak: to open a discussion
bahis	bet; subject	noun
bahri	great crested grebe	noun
bahsedilen	said	adj
bahsetmek	to mention	verb
bahtiyar	happy	adj
bahçe tırmaşık kuşu	short-toed treecreeper	noun
bahçe	garden	noun	bahçe işleri: gardening
bahşiş	tip	noun
bakan	minister	noun
bakanlık	ministry	noun
baki	permanent	adj
bakkal	grocery	noun
bakmak	to face	verb
bakmak	to look at	verb
bakmak	to look	verb
bakmak	to watch	verb
bakteri	bacterium	noun
